Avis,Ordre,Description,Poste technique,Désignation du poste technique,Poste travail princ.,Divis. planification,Groupe gestionnaires,Statut système,Statut utilisateur,Type de travail,Type d'avis,Priorité,Texte de la priorité,Type de priorité,Auteur de l'avis,Créé par,Créé le,Créé à,Date de l'avis,Heure de l'avis,Modifié par,Date de modification,Heure modification,Début souhaité,Heure début souhaitée,Date de la clôture,Heure de clôture,Zone de tri,Centre de coûts,Pompe
11555058,4000704638.0,préventif (6 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04A-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,2.0,Dans une semaine,P1,,BENMOUSSA1,2025-11-17,08:58:32,2025-11-17 00:00:00,08:58:32,BENMOUSSA1,2026-08-11 00:00:00,17:57:39,2026-08-11 00:00:00,17:57:39,,00:00:00,S-PC-924IP04A-M,SF01PEAUMR,4
12808097,4001953014.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04A-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-05-25,09:52:23,2026-05-25 00:00:00,09:52:23,,,00:00:00,2026-11-29 00:00:00,00:00:00,,00:00:00,S-PC-924IP04A-D,SF01PEAUMR,4
11555266,4000704876.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04A-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,2.0,Dans une semaine,P1,,BENMOUSSA1,2025-11-17,08:58:42,2025-11-17 00:00:00,08:58:42,BENMOUSSA1,2026-08-11 00:00:00,18:16:47,2026-08-11 00:00:00,18:16:47,,00:00:00,S-PC-924IP04A-D,SF01PEAUMR,4
11699578,4000023498.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04A-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,LABIBI,2025-12-08,11:56:12,2025-12-08 00:00:00,11:56:11,,,00:00:00,2025-11-30 00:00:00,00:00:00,,00:00:00,S-PC-924IP04A-D,SF01PEAUMR,4
13152925,4002285977.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04A-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:53,2026-07-10 00:00:00,14:40:53,,,00:00:00,2027-01-18 00:00:00,00:00:00,,00:00:00,S-PC-924IP04A-D,SF01PEAUMR,4
13497593,4002591509.0,LUBRIFICATION DES PALIERS,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,SF1-MCU,SF01,GM4,AENC OAFF,,350.0,ZP,,,P1,,FATHELLAH,2026-08-29,15:27:06,2026-08-29 00:00:00,15:27:06,,,00:00:00,2026-09-21 00:00:00,00:00:00,,00:00:00,S-PC-P924 IP 04B,SF01PEAUMR,4
13497595,4002591511.0,OMS_MESURE VIBRATOIRE PALIERS,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,SF1-MCU,SF01,GM4,AENC OAFF,,290.0,ZP,,,P1,,FATHELLAH,2026-08-29,15:27:06,2026-08-29 00:00:00,15:27:06,,,00:00:00,2026-09-11 00:00:00,00:00:00,,00:00:00,S-PC-P924 IP 04B,SF01PEAUMR,4
13152654,4002285662.0,Préventif systématique,SF01-UT-FDEM-BASSIN-0IP04B-CRSV-924FT404,DEBITMETRE  DES POM DE REFOU IP04 A/B,SF1-RCU,SF01,GM0,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:42,2026-07-10 00:00:00,14:40:42,,,00:00:00,2027-01-18 00:00:00,00:00:00,,00:00:00,S-PC-924 FIT 404 E,SF01PEAUMR,4
13152700,4002285729.0,Préventif systématique,SF01-UT-FDEM-BASSIN-0IP04B-CRSV-924PV009,VANNE DE DECHARGE IP04,SF1-RCU,SF01,GM0,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:44,2026-07-10 00:00:00,14:40:44,,,00:00:00,2026-10-19 00:00:00,00:00:00,,00:00:00,S-PC-924 PV 009 E,SF01PEAUMR,4
13152767,4002285806.0,Préventif systématique,SF01-UT-FDEM-BASSIN-0IP04B-CRSV-924VT677,CAPTEUR DE VIBRATION DE LA POMPE IP04 B,SF1-RCU,SF01,GM0,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:46,2026-07-10 00:00:00,14:40:46,,,00:00:00,2026-10-19 00:00:00,00:00:00,,00:00:00,S-PC-924 VT 677 AE,SF01PEAUMR,4
11425364,4000025614.0,préventif (3 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2025-10-23,11:27:47,2025-10-23 00:00:00,11:27:35,,,00:00:00,2025-10-20 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
13152503,4002285443.0,préventif (6 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:35,2026-07-10 00:00:00,14:40:35,,,00:00:00,2027-01-18 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
13152475,4002285410.0,préventif (3 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:34,2026-07-10 00:00:00,14:40:34,,,00:00:00,2026-10-19 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
12807790,4001952667.0,préventif (6 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-05-25,09:52:03,2026-05-25 00:00:00,09:52:03,,,00:00:00,2026-11-29 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
13434314,4002532393.0,préventif (3 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-08-19,08:03:37,2026-08-19 00:00:00,08:03:37,,,00:00:00,2026-11-29 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
11739833,4000023855.0,préventif (6 mois) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,LABIBI,2025-12-18,10:16:36,2025-12-18 00:00:00,10:16:35,,,00:00:00,2025-11-30 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
12807931,4001952818.0,préventif (1 an) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-05-25,09:52:12,2026-05-25 00:00:00,09:52:12,,,00:00:00,2027-05-30 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
13152652,4002285660.0,préventif (1 an) moteur MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-0MOTEUR,MOTEUR ELECTRIQUE MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:42,2026-07-10 00:00:00,14:40:42,,,00:00:00,2027-07-19 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-M,SF01PEAUMR,4
13152932,4002285986.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-07-10,14:40:53,2026-07-10 00:00:00,14:40:53,,,00:00:00,2027-01-18 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-D,SF01PEAUMR,4
11739962,4000023581.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,LABIBI,2025-12-18,10:20:59,2025-12-18 00:00:00,10:20:58,,,00:00:00,2025-11-30 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-D,SF01PEAUMR,4
12808098,4001953016.0,préventif des cellules MT,SF01-UT-FDEM-BASSIN-0IP04B-GMOT-DEPARTM,DEPART MOTEUR MT,SF1-ECU,SF01,GM7,AENC OAFF,,360.0,ZP,,,P1,,BENMOUSSA1,2026-05-25,09:52:23,2026-05-25 00:00:00,09:52:23,,,00:00:00,2026-11-29 00:00:00,00:00:00,,00:00:00,S-PC-924IP04B-D,SF01PEAUMR,4
11729026,,Installation échafaudage au niveau IP02A,SF01-UT-FDEM-BASSIN-0IP02A,MOTOPOMPE EAU MER VERS SEM2 IPO2A MC,SF1-GCMC,SF01,GMD,AOUV,,,ZU,1.0,Urgent,U1,EL GNAOUI,EL GNAOUI,2025-12-16,17:36:41,2025-12-16 00:00:00,17:32:54,,,00:00:00,2025-11-29 00:00:00,17:35:38,,00:00:00,S-PC-P924 IP 02A,SF01PEAUMR,2
13390101,,Moteur de la pompe IP04 B,SF01-UT-FDEM-BASSIN-0IP04B,MOTOPOMPE EAU MER VERS PPII IPO4B BASSIN,SF1-ECU,SF01,GM7,AOUV,,,ZU,1.0,Urgent,U1,EL GNAOUI,EL GNAOUI,2026-08-10,15:20:06,2026-08-10 00:00:00,15:17:32,,,00:00:00,2026-08-10 00:00:00,15:18:58,,00:00:00,S-PC-P924 IP 04B,SF01PEAUMR,4
13005448,,montage échafaudage sur IP04A  au basin,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,SF1-GCMC,SF01,GMD,AOUV,APRQ,,ZC,2.0,Dans une semaine,C1,REDOUANE.L,REDOUANE.L,2026-06-22,11:51:59,2026-06-22 00:00:00,11:49:32,,,00:00:00,2026-06-22 00:00:00,11:51:36,,00:00:00,S-PC-P924 IP 04A,SF01PEAUMR,4
13397906,,Révision de la pompe eau de mer IP04A  E,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,ACX1-MEC,SF01,GM4,AOUV,APRQ,,ZC,1.0,Urgent,C1,FATHELLAH,FATHELLAH,2026-08-12,10:35:04,2026-08-12 00:00:00,10:30:20,,,00:00:00,2026-08-12 00:00:00,10:34:33,,00:00:00,S-PC-P924 IP 04A,SF01PEAUMR,4
12566348,,INSTALLATION D'ECHAFFAUDAGE,SF01-UT-FDEM-BASSIN-0IP01A,MOTOPOMPE EAU MER VERS CENTRALE IPO1A MC,SF1-GCMC,SF01,GMD,AENC,APRV,,ZC,,,C1,BENMOUSSA1,BENMOUSSA1,2026-04-23,14:59:49,2026-04-23 00:00:00,14:52:30,AHMED.BEZZ,2026-04-27 00:00:00,13:42:02,2026-04-23 00:00:00,14:52:30,,00:00:00,S-PC-P924 IP 01A,SF01PEAUMR,1
12920572,,montage échaufadage au niveau ppe ip01a,SF01-UT-FDEM-BASSIN-0IP01A,MOTOPOMPE EAU MER VERS CENTRALE IPO1A MC,SF1-GCMC,SF01,GMD,AOUV,APRV,,ZC,2.0,Dans une semaine,C1,REDOUANE.L,REDOUANE.L,2026-06-09,12:10:24,2026-06-09 00:00:00,12:07:30,AHMED.BEZZ,2026-06-09 00:00:00,13:27:57,2026-06-09 00:00:00,12:10:02,,00:00:00,S-PC-P924 IP 01A,SF01PEAUMR,1
11727679,,montage échafaudage au niveau pompeIP01A,SF01-UT-FDEM-BASSIN-0IP01A,MOTOPOMPE EAU MER VERS CENTRALE IPO1A MC,SF1-GCMC,SF01,GMD,AOUV,APRV,,ZC,1.0,Urgent,C1,REDOUANE.L,REDOUANE.L,2025-12-16,10:31:23,2025-12-16 00:00:00,10:29:48,AHMED.BEZZ,2025-12-23 00:00:00,14:38:43,2025-12-16 00:00:00,10:30:47,,00:00:00,S-PC-P924 IP 01A,SF01PEAUMR,1
12778427,,montage échafau au niveau pompe IP03A,SF01-UT-FDEM-BASSIN-0IP03A,MOTOPOMPE EAU MER VERS PSII IPO3A BASSIN,SF1-GCMC,SF01,GMD,AOUV,APRV,,ZC,2.0,Dans une semaine,C1,REDOUANE.L,REDOUANE.L,2026-05-21,11:41:20,2026-05-21 00:00:00,11:37:37,AHMED.BEZZ,2026-05-26 00:00:00,12:21:36,2026-05-21 00:00:00,11:40:59,,00:00:00,S-PC-P924 IP 03A,SF01PEAUMR,3
12641286,,INSTALLATION D'ECHAFFAUDAGE IP03A,SF01-UT-FDEM-BASSIN-0IP03A-GMOT,GROUPE MOTEUR,SF1-GCMC,SF01,GMD,AOUV,APRV,,ZC,,,C1,BENMOUSSA1,BENMOUSSA1,2026-04-29,09:36:24,2026-04-29 00:00:00,09:27:15,AHMED.BEZZ,2026-04-29 00:00:00,13:40:04,2026-04-29 00:00:00,09:27:15,,00:00:00,,SF01SLFPS4,3
11727602,,montage échafaudage au niveau pompeIP04A,SF01-UT-FDEM-BASSIN-0IP04A,MOTOPOMPE EAU MER VERS PPII IPO4A BASSIN,SF1-GCMC,SF01,GMD,AOUV,APRV,,ZC,1.0,Urgent,C1,REDOUANE.L,REDOUANE.L,2025-12-16,10:00:11,2025-12-16 00:00:00,09:55:14,AHMED.BEZZ,2025-12-23 00:00:00,14:36:51,2025-12-16 00:00:00,09:59:34,,00:00:00,S-PC-P924 IP 04A,SF01PEAUMR,4
12464398,,Défaut de jeu,SF01-UT-FDEM-BASSIN-0IP04A-GMOT,GROUPE MOTEUR,SF1-ECU,SF01,GM7,AOUV,REJT,,ZO,2.0,Dans une semaine,O1,H.BAY,H.BAY,2026-04-05,22:03:38,2026-04-05 00:00:00,22:00:17,ISTA,2026-04-13 00:00:00,18:13:45,2026-04-05 00:00:00,22:00:50,,00:00:00,,SF01SLFPS4,4
